date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"December 09, 2012",03:30,Starwood Management LLC,-,"Monterey, Mexico - Toluca, Mexico",Learjet 25,N345MC,25-046,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the planes horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident.",Near Iturbide, Mexico,Commercial,7.0,5.0,2.0,7.0,5.0,2.0,IFR
"December 10, 2012",03:20,Rockford Memorial Hospital,-,Medical flight,MBB BK117 A3,N911BK,7099,0,The medical helicopter crashed into a field while en route from Rockford hospital to Mendota hospital where they were going to pick up a patient. Light snow was reported in the area at the time of the accident. The pilot and two nurses were killed.,Near Rochelle, Illinois,Commercial,3.0,0.0,3.0,3.0,0.0,3.0,weather
"December 25, 2012",18:55,Military - Kazakhstan Border Guards,-,Astana - Shymkent,Antonov AN-72-100D,UN-72859,36576092859,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov",Near Shymkent, Kazakhstan,Military,27.0,20.0,7.0,27.0,20.0,7.0,weather
"December 25, 2012",08:50,Air Bagan,W9-011,Mandalay - Heho,Fokker 100,XY-AGC,11327,1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.",Heho, Myanmar,Commercial,71.0,65.0,6.0,2.0,2.0,0.0,weather
"December 29, 2012",16:33,Red Wings Airlines,9268,"Pardubice, Czech Republic - Moscow, Russia",Tupolev TU-204-100V ,RA-64047,1450744864047,0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.",Moscow, Russia,Commercial,8.0,0.0,8.0,5.0,0.0,5.0,weather
"January 02, 2013",20:57,Med-Trans Corporaion,-,Mercy Hospital - Palo Alto Couonty Hospital,Bell 407,N445MT,53959,0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.",Near Clear Lake, Iowa,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,unknown
"January 04, 2013",11:40,Transaereo 5074,-,Los Roques - Caracas,Britten Norman BN-2A-27 Islander,YV-2615,20,0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.",Off Los Roques, Venezuela,Commercial,6.0,5.0,1.0,6.0,5.0,1.0,unknown
"January 29, 2013",13:13,SCAT Air,760,"Kokshetau - Almaty, Kazakhstan",Canadair CRJ-200ER,UP-CJ006,7431,0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold.,Near Kyzyltu, Kazakhstan,Commercial,21.0,16.0,5.0,21.0,16.0,5.0,weather
"February 13, 2013",18:09,South Airlines,8971,Odessa - Donetsk,Antonov AN-24RV,UR-WRA ,37308709,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",Donetsk, Ukraine,Commercial,45.0,41.0,4.0,5.0,5.0,0.0,weather
"March 04, 2013",17:55,Compagnie Africaine d' Aviation (CAA) ,-,Lodja - Goma,Fokker 50,9Q-CBD,20270 ,0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.,Goma, Congo,Commercial,10.0,4.0,6.0,7.0,1.0,6.0,landing or taking off
"March 06, 2013",08:30,Aero Transporte S.A. - ATSA,-,Callao - La Libertad,Beechcraft B200 King Air,OB-1992-P,BB-1682,0,"The plane, chartered by a Peruvian gold mining company, crashed while atempting to land at an airport in the La Libertad region of Peru in poor weather. The plane struck power lines, crashed and burned. Two employees of Marsa, 5 contractors and both pilots were killed.",La Libertad, Peru,Commercial,9.0,7.0,2.0,9.0,7.0,2.0,weather
"March 08, 2013",08:15,Ace Air Cargo,51,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",Near Dillingham, Alaska,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,engine failure
"March 12, 2013",20:30,Fretzx Taxi Aereo,-,Belem - Santo Antonio do Jari hydroelectic plant,Embraer EMB 820C Navajo (Piper 31),PT-VAQ ,82014,0,The plane crashed while enroute. It belonged to air charter company Fretax and was transporting nine employees of the engineering company Cesbe to the Santo Antonio do Jari hydroelectric power plant.,Almer, Brazil,Commercial,10.0,9.0,1.0,10.0,9.0,1.0,engine failure
"April 13, 2013",15:35,Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",Denpasar, Indonesia,Commercial,108.0,101.0,7.0,0.0,0.0,0.0,unknown
"April 29, 2013",15:25,National Air Cargo,102,Bagram - Dubai Al Maktoum,Boeing B-747-428BCF,N949CA,25630/960,0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.",Bagram Air Base, Afghanistan,Commercial,7.0,0.0,7.0,7.0,0.0,7.0,engine failure
"May 31, 2013",12:11,Ornge Air Ambulance,-,Moosonee- Attawapiskat,Sikorsky S-76,-,-,0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient.",Moosonee, Ontario,Commercial,4.0,2.0,2.0,4.0,2.0,2.0,unknown
"June 25, 2013",00:00,Indian Air Force,-,From Gauchar airstrip,MI 172 V5 helicopter,-,-,0,Crashed during flood relief operations. The passengers were from paramilitary forces.,Gaurikund near Kedarnath Uttarakhand State ,India.,Commercial,20.0,15.0,5.0,20.0,15.0,5.0,unknown
"July 06, 2013",11:38,Asiana Airlines,214,Shanghai - Seoul - San Francisco,Boeing B-777-28EER,HL7742 ,29171/553,0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.",San Francisco, California,Commercial,307.0,291.0,16.0,3.0,3.0,0.0,engine failure
"July 07, 2013",11:20,Rediske Air,-,Soldotna - Bear Lodge,de Havilland Canada DHC-3T,N93PC,280,0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operators failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall.",Soldotna, Alaksa,Commercial,10.0,9.0,1.0,10.0,9.0,1.0,overweight
"August 09, 2013",08:00,Military - Ethiopian Air Force,-,-,Antonov An-12,-,-,0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.,Mogadishu, Somalia,Military,6.0,0.0,6.0,4.0,0.0,4.0,landing or taking off
"August 14, 2013",04:49,United Parcel Service,1354,Louisville - Birmingham,Airbus A300F-622R,N155UP,841,0,"The cargo plane was on approach when it struck trees, crashed and burst into flames.",Birmingham, Alabama,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"October 03, 2013",09:32,Associated Aviation,361,-Lagos - Akure,Embraer 120RT Brasilia,5N-BJY,120174 ,0,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire.",Lagos, Nigeria,Commercial,20.0,,,16.0,,,landing or taking off
"October 10, 2013",14:50,MASwings,3002,Kota - Kudat,de Havilland Canada DHC-6 Twin Otter 310,9M-MDM,804,0,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed.",Kudat, Malaysia,Commercial,16.0,14.0,2.0,2.0,1.0,1.0,engine failure
"October 14, 2013",00:00,Aereo Servicio Guerrero,-,Loreto - Ciudad Constitución,Cessna 208B Grand Caravan,XA-TXM,208B-0947,0,The plane crashed in the Sierra de La Giganta mountains while on a flight from Loreto to Ciudad Constitucion. The wreckage was found the day after contact was lost with the aircraft. ,Baja California Sur, Mexico,Commercial,14.0,13.0,1.0,14.0,13.0,1.0,unknown
"October 16, 2013",16:10,Lao Airlines,301,Vientiane - Pakse,ATR-72-50,RDPL-34233 ,1071,0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure.",Near Pakse, Laos,Commercial,49.0,44.0,5.0,49.0,44.0,5.0,weather
